id,area_name,quest
2_7_town,The Bridge Encampment,Regular option: Complete Cruel Labyrinth (Recommended timing if not done earlier)
2_7_town,The Bridge Encampment,Waypoint to The Vaal City
2_7_11,The Vaal City,Talk to Yeena
2_7_11,The Vaal City,Enter Temple of Decay Level 1
2_7_12_1,The Temple of Decay Level 1,Navigate to Temple of Decay Level 2 (Stairs are diagonally opposite - move in Z-pattern)
2_7_12_2,The Temple of Decay Level 2,Activate Crafting Recipe (Search for recipe while navigating)
2_7_12_2,The Temple of Decay Level 2,Find entrance to Arakaali's Web (Arena entrance diagonally opposite - use Z-pattern movement)
2_7_12_2,The Temple of Decay Level 2,Kill Arakaali (Final boss of Act 7)
2_7_12_2,The Temple of Decay Level 2,Enter The Sarn Ramparts (Act 8) (Beginning of Act 8)
2_8_1,The Sarn Ramparts,Navigate to the Waypoint
2_8_1,The Sarn Ramparts,Activate Waypoint
2_8_1,The Sarn Ramparts,Complete Cruel Labyrinth (Latest recommended timing for Lab 2)
2_8_1,The Sarn Ramparts,"Travel to The Sarn Encampment (At the staircase, move west or east to reach town)"
2_8_town,The Sarn Encampment,Enter The Toxic Conduits
2_8_2_1,The Toxic Conduits,Navigate to Doedre's Cesspool
2_8_2_2,Doedre's Cesspool,Enter The Cauldron and kill Doedre (Starting area forms a loop with one exit)
2_8_2_2,Doedre's Cesspool,Activate Crafting Recipe
2_8_2_2,Doedre's Cesspool,Exit through Sewer Outlet to The Quay (Continue south after defeating Doedre)
2_8_8,The Quay,Collect the Ankh of Eternity (Follow the left edge along the waterside from the start)
2_8_8,The Quay,Enter Resurrection Site and kill Tolman (Move northeast to find the arena entrance)
2_8_8,The Quay,Find and enter The Grain Gate
2_8_9,The Grain Gate,Kill the Gemling Legionnaires (Look for corpses near doorways marking important passages. Quest marker shows as a book icon)
2_8_9,The Grain Gate,Find and enter The Underbelly (Look for indoor passages marked with nearby corpses)
2_8_14,The Hidden Underbelly,"Place Portal at the T-junction (Navigate west from entrance, heading south)"
2_8_14,The Hidden Underbelly,"Navigate to The Solaris Concourse (From T-junction, take the correct path based on layout)"
2_8_11,The Solaris Concourse,Find Solaris Temple Level 1 entrance
2_8_12_1,The Solaris Temple Level 1,Activate Waypoint
2_8_12_1,The Solaris Temple Level 1,Waypoint to The Sarn Encampment
2_8_town,The Sarn Encampment,Take Portal back to The Underbelly
2_8_14,The Hidden Underbelly,"Navigate to The Bath House (From T-junction portal, take the southern path)"
2_8_5,The Bath House,Place Portal near entrance (Portal before exploring further)
2_8_5,The Bath House,Navigate to The Lunaris Concourse (Follow the southwest edge)
2_8_6,The Lunaris Concourse,Activate Waypoint (Waypoint is northeast from Bath House entrance)
2_8_6,The Lunaris Concourse,Waypoint to The Sarn Encampment
2_8_town,The Sarn Encampment,Take Portal back to The Bath House
2_8_5,The Bath House,Complete Trial of Ascendancy (Look for quest marker on minimap)
2_8_5,The Bath House,Activate Crafting Recipe
2_8_5,The Bath House,Navigate to The High Gardens (Follow the southwest edge)
2_8_4,The High Gardens,Enter Pools of Terror and kill Yugul (Follow the main path through the gardens)
2_8_4,The High Gardens,Portal to The Sarn Encampment
2_8_town,The Sarn Encampment,Talk to Hargan for Passive Point
2_8_town,The Sarn Encampment,Talk to Maramoa for Passive Point
2_8_town,The Sarn Encampment,Talk to Clarissa for Passive Point
2_8_town,The Sarn Encampment,Waypoint to Solaris Temple Level 1
2_8_12_1,The Solaris Temple Level 1,Navigate to Solaris Temple Level 2
2_8_12_2,The Solaris Temple Level 2,Kill Dawn and collect the Sun Orb
2_8_12_2,The Solaris Temple Level 2,Activate Crafting Recipe
2_8_12_2,The Solaris Temple Level 2,Return to The Sarn Encampment (Relog)
2_8_town,The Sarn Encampment,Waypoint to The Lunaris Concourse
2_8_6,The Lunaris Concourse,"Navigate to Lunaris Temple Level 1 (From waypoint, head northwest. Door icon appears on minimap)"
2_8_7_1_,The Lunaris Temple Level 1,Navigate to Lunaris Temple Level 2 (Follow the carpet path)
2_8_7_2,The Lunaris Temple Level 2,"Kill Dusk and collect the Moon Orb (Consistent pattern: follow stairs up, single flower pot marks the fork)"
2_8_7_2,The Lunaris Temple Level 2,Return to The Sarn Encampment (Relog)
2_8_town,The Sarn Encampment,Waypoint to The Lunaris Concourse
2_8_6,The Lunaris Concourse,Navigate northeast to The Harbour Bridge
2_8_13,The Harbour Bridge,Enter Sky Shrine and kill Lunaris & Solaris (Recommended Level 54+. Act 8 final boss)
2_8_13,The Harbour Bridge,Enter The Blood Aqueduct (Act 9) (Beginning of Act 9. Farm to Level 58-62 here)
2_9_1,The Blood Aqueduct,Travel northeast to find Highgate (Optional: Talk to Sin once. Side passages contain guaranteed Magic packs for extra experience.)
2_9_1,The Blood Aqueduct,Enter Highgate
2_9_town,Highgate,Exit to The Descent
2_9_2,The Descent,Navigate to The Vastiri Desert
2_9_3,The Vastiri Desert,Head east to activate Waypoint (Waypoint is always east of the entrance)
2_9_3,The Vastiri Desert,Find the Storm-Weathered Chest (Contains The Storm Blade quest item)
2_9_3,The Vastiri Desert,Navigate west to The Foothills
2_9_5,The Foothills,Head north to activate Waypoint
2_9_5,The Foothills,Enter The Boiling Lake
2_9_6,The Boiling Lake,Kill Basilisk and collect Basilisk Acid (Head northeast toward the northern corner)
2_9_6,The Boiling Lake,Activate Crafting Bench
2_9_6,The Boiling Lake,Return to Highgate (Relog)
2_9_town,Highgate,Talk to Petarus & Vanja
2_9_town,Highgate,Talk to Sin
2_9_town,Highgate,Talk to Petarus again to collect Bottled Storm
2_9_town,Highgate,Waypoint to The Vastiri Desert
2_9_3,The Vastiri Desert,Navigate north to The Oasis
2_9_4,The Oasis,Find The Sand Pit entrance (Usually along the eastern edge)
2_9_4,The Oasis,Enter The Sand Pit
2_9_4,The Oasis,Kill Shakari
2_9_4,The Oasis,Return to Highgate (Relog) (Portal places you next to the waypoint)
2_9_town,Highgate,Talk to Irasha
2_9_town,Highgate,Waypoint to The Foothills
2_9_5,The Foothills,Navigate west to The Tunnel
2_9_7,The Tunnel,Complete Trial of Ascendancy (Found at the first tunnel split (East/West))
2_9_7,The Tunnel,Access Crafting Bench (Located in a side corridor)
2_9_7,The Tunnel,Follow main path northeast to The Quarry (Exit is northeast from the entrance)
2_9_8,The Quarry,Head west to activate Waypoint
2_9_8,The Quarry,Access Crafting Bench
2_9_8,The Quarry,Search west and north for The Refinery (Search the western and northern sections)
2_9_9,The Refinery,Kill Adus and collect Trarthan Powder (Follow the cart tracks to the boss arena)
2_9_9,The Refinery,Access Crafting Bench (Found where the cart tracks end at a grate)
2_9_9,The Refinery,Return to Highgate (Relog)
2_9_town,Highgate,Waypoint to The Quarry
2_9_8,The Quarry,Talk to Sin
2_9_8,The Quarry,Search south and north to enter The Belly of the Beast
2_9_10_1,The Belly of the Beast,Navigate to The Rotting Core
2_9_10_2,The Rotting Core,Clear 3 sub-areas and find The Black Heart entrance (Follow the zone passages. Second tunnel in main room leads forward.)
2_9_10_2,The Rotting Core,Kill The Depraved Trinity (Act 9 final boss. Recommended Level 60+)
2_9_10_2,The Rotting Core,Talk to Sin
2_9_10_2,The Rotting Core,Talk to Lilly Roth to sail to Oriath Docks (Can portal to town during kill animation to skip loot. Waypoint from town places you near Act 10 rooftop entrance.)
2_9_town,Highgate,Talk to Irasha for 2 Passive Points (Return to town before sailing to Act 10 to claim reward)
2_10_town,Oriath Docks,Enter The Cathedral Rooftop
2_10_1,The Cathedral Rooftop,Rescue Bannon (Bannon is North of the entrance)
2_10_1,The Cathedral Rooftop,Enter Cathedral Apex and kill Plaguewing
2_10_1,The Cathedral Rooftop,Enter The Ravaged Square
2_10_2,The Ravaged Square,Place Portal at Blood Fountain (Static layout - Blood Fountain is South-East of entrance. North bridge is broken.)
2_10_2,The Ravaged Square,"Activate Waypoint (North-East from Blood Fountain. Can dash over broken bridge with movement skills, or go South-East then North)"
2_10_2,The Ravaged Square,"Enter The Torched Courts (South of Waypoint, follow snake pattern)"
2_10_3,The Torched Courts,Enter The Desecrated Chambers (Semi-static layout. Move clockwise around the zone)
2_10_4,The Desecrated Chambers,Kill Avarius and collect Staff of Avarius
2_10_4,The Desecrated Chambers,"Activate Crafting Recipe (In side corridor, about halfway through the zone)"
2_10_4,The Desecrated Chambers,Return to town (Relog)
2_10_town,Oriath Docks,Talk to Bannon
2_10_town,Oriath Docks,Talk to Lani
2_10_town,Oriath Docks,Waypoint to The Ravaged Square
2_10_2,The Ravaged Square,Enter The Control Blocks (South-West from Blood Fountain. Look for openings in house walls twice)
2_10_7,The Control Blocks,Kill Vilenta (Boss arena in North-West corner. Move along North edge heading West.)
2_10_7,The Control Blocks,Return to town (Relog)
2_10_town,Oriath Docks,Talk to Lani for quest reward
2_10_town,Oriath Docks,Waypoint to The Ravaged Square
2_10_2,The Ravaged Square,Talk to Innocence to unlock The Canals
2_10_2,The Ravaged Square,Enter The Ossuary
2_10_9,The Ossuary,Activate Crafting Recipe
2_10_9,The Ossuary,Complete Labyrinth Trial (Follow one edge until you find the trial)
2_10_9,The Ossuary,Return to town (Relog)
2_10_town,Oriath Docks,Complete Merciless Labyrinth (Recommended before fighting Kitava)
2_10_town,Oriath Docks,Waypoint to The Ravaged Square
2_10_2,The Ravaged Square,Enter The Canals
2_10_5,The Canals,Enter The Feeding Trough (Move North whenever possible)
2_10_6,The Feeding Trough,"Activate Crafting Recipe (On West walkway, near Sin)"
2_10_6,The Feeding Trough,Talk to Sin
2_10_6,The Feeding Trough,Enter Altar of Hunger and kill Kitava (Walk straight North-East on West walkway)
2_10_6,The Feeding Trough,Talk to Sin after defeating Kitava
2_10_6,The Feeding Trough,Return to Oriath Docks
2_10_town,Oriath Docks,Talk to Lani
2_10_town,Oriath Docks,Talk to Lilly Roth and sail to Karui Shores
2_11_endgame_town,Karui Shores,Activate Crafting Recipe (Movement Speed craft)
2_11_endgame_town,Karui Shores,Talk to Kirac (Type '/passives' in chat to check for missing skill points)
2_11_endgame_town,Karui Shores,Begin Endgame (The act tracker can now be disabled in settings. Check for missing passive points with '/passives' command.)
